6.622241417722245556e-08,6.676722186881319434e-08,6.678419578698530291e-08,6.680116658552131569e-08,6.681813426361712048e-08
5.412601001115058957e-05,5.357560447443760761e-05,5.352100295171792217e-05,5.346407667499764488e-05,5.340482018274219018e-05
2.324948488040473940e-04,2.302912473626665452e-04,2.300799574033497729e-04,2.298598466265074352e-04,2.296308974086232787e-04
5.711835354613577177e-04,5.661662979373555593e-04,5.656981378424629251e-04,5.652107524122080770e-04,5.647041088394970593e-04
1.063470793894064591e-03,1.054829437670874335e-03,1.054040591977176275e-03,1.053219793986987255e-03,1.052366996832594225e-03
1.677019304212155979e-03,1.664409631940792387e-03,1.663278678212726453e-03,1.662102434241875251e-03,1.660880842473204909e-03
2.372373536360162984e-03,2.355838143603391621e-03,2.354376014050826513e-03,2.352855879417997242e-03,2.351277675276339761e-03
3.113839733003057313e-03,3.093669539140649072e-03,3.091906190290526560e-03,3.090073422220125220e-03,3.088171166912737336e-03
3.873481356624797634e-03,3.850094195635872605e-03,3.848067982627019403e-03,3.845962496912359863e-03,3.843777669347366640e-03
4.631273343590203151e-03,4.605131464014774675e-03,4.602882399349353046e-03,4.600545777042581476e-03,4.598121528503021013e-03
5.373744278171189818e-03,5.345306868956891874e-03,5.342873008468368955e-03,5.340344754373082571e-03,5.337722039696841773e-03
6.092333509411668353e-03,6.062033489187268476e-03,6.059449346120529545e-03,6.056765252532101546e-03,6.053981143683569328e-03
6.781955437037426315e-03,6.750190741288096541e-03,6.747486850356760289e-03,6.744678552733765486e-03,6.741765786230480284e-03
7.439895814402189105e-03,7.407028355147988671e-03,7.404231414001997448e-03,7.401326544134032709e-03,7.398313686019473978e-03
8.065017176495346829e-03,8.031375301486128049e-03,8.028508556695486756e-03,8.025531148244178029e-03,8.022443019259624039e-03
8.657207824454860381e-03,8.623089962384387908e-03,8.620173662947580584e-03,8.617144626100912627e-03,8.614002797535647710e-03
9.217008257488279455e-03,9.182686591136610815e-03,9.179738424335486674e-03,9.176676001500056953e-03,9.173499270754222751e-03
9.745361498305607842e-03,9.711085170086976998e-03,9.708120644916596459e-03,9.705040811563900999e-03,9.701845620432858475e-03
1.024344780481808645e-02,1.020944551224125391e-02,1.020647828151351709e-02,1.020339508305050276e-02,1.020019586937617566e-02
1.071257601620433444e-02,1.067905802586453269e-02,1.067610015021394632e-02,1.067302597827645728e-02,1.066983546453709013e-02
1.115411257898248944e-02,1.112127225754896108e-02,1.111833441936779278e-02,1.111528023588387142e-02,1.111210966339064646e-02
1.156943552336643123e-02,1.153745050083240971e-02,1.153454217726491114e-02,1.153151769576606610e-02,1.152837701429433419e-02
1.195990492699035464e-02,1.192893799889920003e-02,1.192606760241921200e-02,1.192308143544753250e-02,1.191997945747485035e-02
1.232684427265241973e-02,1.229704412936651059e-02,1.229421912319723226e-02,1.229127890334634834e-02,1.228822343071512939e-02
1.267152901391576693e-02,1.264303086422508861e-02,1.264025785845907489e-02,1.263737033913872945e-02,1.263436826846526737e-02
1.299517992067120847e-02,1.296810605795683559e-02,1.296539089093930001e-02,1.296256203161454297e-02,1.295961944338364785e-02
1.329895960327155159e-02,1.327341994655798982e-02,1.327076775499901398e-02,1.326800279452029774e-02,1.326512502963258545e-02
1.358397115554538931e-02,1.356006378540050052e-02,1.355747906579905966e-02,1.355478258652601659e-02,1.355197431312070606e-02
1.385125821187510771e-02,1.382906991197022269e-02,1.382655657524755125e-02,1.382393255995936938e-02,1.382119783260083758e-02
1.410180594628832919e-02,1.408141275500259838e-02,1.407897417572445339e-02,1.407642605877213078e-02,1.407376837153139632e-02
1.433654269462090840e-02,1.431801046680141777e-02,1.431564952798537391e-02,1.431318024174251836e-02,1.431060257629078458e-02
1.455634198199604219e-02,1.453972695834741292e-02,1.453744609257286852e-02,1.453505810995114715e-02,1.453256297947998037e-02
1.476202480519012324e-02,1.474737418532056331e-02,1.474517541266008071e-02,1.474287078624699800e-02,1.474046027581190667e-02
1.495436206466183200e-02,1.494171457919989468e-02,1.493959954235047315e-02,1.493737994057976227e-02,1.493505574430908922e-02
1.513407707172993548e-02,1.512346354887153695e-02,1.512143354576740185e-02,1.511930028642943270e-02,1.511706374193186667e-02
1.530184807754601979e-02,1.529329199968879061e-02,1.529134801381100417e-02,1.528930209513979996e-02,1.528715421536830724e-02
1.545831078533531529e-02,1.545182883195789919e-02,1.544997156051152419e-02,1.544801369003669794e-02,1.544595519281479964e-02
