objective,TAPobject_data.mechanism.elementary_processes[0].forward.k,TAPobject_data.mechanism.elementary_processes[0].backward.k
26407.207198439057,1.0,1.0
19250.3896155005,0.999889295542901,1.9999999938722617
27880.54293936177,0.0,4.1656558831352575
5954.639572867422,0.4820930978063725,3.121492533161064
372.90489512210337,0.1639116532541665,3.810640344144032
898.1361682247144,0.2456806819624248,3.738164728875269
368.1118714212925,0.1704004194941193,3.804889055018981
362.0719866316,0.1686755263686708,3.770864859389546
338.1570987943625,0.161775953866877,3.6347680768718087
252.57696130627065,0.1341776638597016,3.090380946800857
27880.54293936177,0.0,0.0
186.9606450937048,0.0920125263018445,2.119233186587285
121.67882964383894,0.1012649474806499,1.9742306054877443
121.30723086349836,0.1038269430323619,2.095374313637015
120.1329971046143,0.1008969023228856,2.016007777411166
120.1263722602549,0.1010146841683557,2.015240780488186
120.12628597621682,0.1010018745757665,2.0152976373506064
120.1262859761427,0.101001857013487,2.01529754267557
120.12628597614253,0.1010018574693737,2.015297554595293
120.12628597614214,0.1010018574425801,2.0152975537854654
120.12628597614231,0.1010018574425665,2.015297553785534
120.12628597614214,0.1010018574425801,2.0152975537854654
120.1262859761422,0.1010018574425733,2.0152975537855
120.12628597614214,0.1010018574425801,2.0152975537854654
120.12628597614209,0.1010018574425767,2.0152975537854827
120.12628597614214,0.1010018574425681,2.0152975537855875
120.12628597614209,0.1010018574425767,2.0152975537854827
120.1262859761418,0.1010018574425724,2.015297553785535
120.12628597614234,0.1010018574425809,2.015297553785925
120.1262859761418,0.1010018574425724,2.015297553785535
120.12628597614194,0.1010018574425767,2.0152975537857305
120.1262859761418,0.1010018574425724,2.015297553785535
120.12628597614248,0.1010018574425746,2.015297553785633
120.1262859761418,0.1010018574425724,2.015297553785535
120.12628597614244,0.1010018574425735,2.015297553785584
120.1262859761418,0.1010018574425724,2.015297553785535
120.12628597614244,0.1010018574425729,2.0152975537855595
120.1262859761418,0.1010018574425724,2.015297553785535
120.12628597614236,0.1010018574425727,2.015297553785547
120.1262859761418,0.1010018574425724,2.015297553785535
120.12628597614228,0.1010018574425726,2.0152975537855413
120.1262859761418,0.1010018574425724,2.015297553785535
120.12628597615084,0.1010018529167718,2.015297553946725
120.12628597614231,0.1010018574425683,2.015297553785535
120.1262859761418,0.1010018574425724,2.015297553785535
120.12628597614216,0.1010018574425704,2.015297553785535
120.1262859761418,0.1010018574425724,2.015297553785535
120.126285976142,0.1010018574425714,2.015297553785535
120.1262859761418,0.1010018574425724,2.015297553785535
120.12628597614214,0.1010018574425719,2.015297553785535
120.1262859761418,0.1010018574425724,2.015297553785535
120.12628597614204,0.1010018574425722,2.015297553785535
120.1262859761418,0.1010018574425724,2.015297553785535
120.12628597614167,0.1010018574425723,2.015297553785535
120.12628597614246,0.10100185744257227,2.015297553785535
